"order"	"cultivation"	"trial"	"sampleID"	"aliquotID"	"name"	"crossing"	"line_id"	"treatment"	"plate_name"	"plate"	"machine"	"sector"	"date"	"time"
291	"foil greenhouse"	"MPI FGH 2014"	921593	1564779	"AR122"	"AxR"	899585	"drought stress"	"TROST2_plate37_M1_121114_8am"	"plate37"	"M1"	"EF"	121114	"8am"
292	"foil greenhouse"	"MPI FGH 2014"	921594	1564783	"AR188"	"AxR"	899651	"drought stress"	"TROST2_plate37_M1_121114_8am"	"plate37"	"M1"	"GH"	121114	"8am"
293	"foil greenhouse"	"MPI FGH 2014"	921595	1564787	"AR126"	"AxR"	899589	"drought stress"	"TROST2_plate37_M1_121114_8am"	"plate37"	"M1"	"IJ"	121114	"8am"
294	"foil greenhouse"	"MPI FGH 2014"	921596	1564791	"AR9"	"AxR"	899472	"drought stress"	"TROST2_plate37_M1_121114_8am"	"plate37"	"M1"	"KL"	121114	"8am"
295	"foil greenhouse"	"MPI FGH 2014"	921597	1564795	"AR22"	"AxR"	899485	"drought stress"	"TROST2_plate37_M1_121114_8am"	"plate37"	"M1"	"MN"	121114	"8am"
296	"foil greenhouse"	"MPI FGH 2014"	921598	1564799	"AR144"	"AxR"	899607	"drought stress"	"TROST2_plate37_M1_121114_8am"	"plate37"	"M1"	"OP"	121114	"8am"
297	"foil greenhouse"	"MPI FGH 2014"	921599	1564803	"AR41"	"AxR"	899504	"drought stress"	"TROST2_plate38_M2_121114_8am"	"plate38"	"M2"	"AB"	121114	"8am"
298	"foil greenhouse"	"MPI FGH 2014"	921601	1564807	"EA172"	"ExA"	899932	"drought stress"	"TROST2_plate38_M2_121114_8am"	"plate38"	"M2"	"CD"	121114	"8am"
299	"foil greenhouse"	"MPI FGH 2014"	921603	1564815	"EA111"	"ExA"	899871	"drought stress"	"TROST2_plate38_M2_121114_8am"	"plate38"	"M2"	"EF"	121114	"8am"
300	"foil greenhouse"	"MPI FGH 2014"	921604	1564819	"EA266"	"ExA"	900026	"drought stress"	"TROST2_plate38_M2_121114_8am"	"plate38"	"M2"	"GH"	121114	"8am"
301	"foil greenhouse"	"MPI FGH 2014"	921605	1564823	"EA131"	"ExA"	899891	"drought stress"	"TROST2_plate38_M2_121114_8am"	"plate38"	"M2"	"IJ"	121114	"8am"
302	"foil greenhouse"	"MPI FGH 2014"	921606	1564827	"EA127"	"ExA"	899887	"drought stress"	"TROST2_plate38_M2_121114_8am"	"plate38"	"M2"	"KL"	121114	"8am"
303	"foil greenhouse"	"MPI FGH 2014"	921607	1564831	"EA269"	"ExA"	900029	"drought stress"	"TROST2_plate38_M2_121114_8am"	"plate38"	"M2"	"MN"	121114	"8am"
304	"foil greenhouse"	"MPI FGH 2014"	921608	1564835	"EA43"	"ExA"	899803	"drought stress"	"TROST2_plate38_M2_121114_8am"	"plate38"	"M2"	"OP"	121114	"8am"
305	"foil greenhouse"	"MPI FGH 2014"	921609	1564839	"EA113"	"ExA"	899873	"drought stress"	"TROST2_plate39_M3_121114_10am"	"plate39"	"M3"	"AB"	121114	"10am"
306	"foil greenhouse"	"MPI FGH 2014"	921610	1564843	"EA165"	"ExA"	899925	"drought stress"	"TROST2_plate39_M3_121114_10am"	"plate39"	"M3"	"CD"	121114	"10am"
307	"foil greenhouse"	"MPI FGH 2014"	921611	1564847	"EA66"	"ExA"	899826	"drought stress"	"TROST2_plate39_M3_121114_10am"	"plate39"	"M3"	"EF"	121114	"10am"
308	"foil greenhouse"	"MPI FGH 2014"	921612	1564851	"EA264"	"ExA"	900024	"drought stress"	"TROST2_plate39_M3_121114_10am"	"plate39"	"M3"	"GH"	121114	"10am"
309	"foil greenhouse"	"MPI FGH 2014"	921614	1564859	"EA186"	"ExA"	899946	"drought stress"	"TROST2_plate39_M3_121114_10am"	"plate39"	"M3"	"IJ"	121114	"10am"
310	"foil greenhouse"	"MPI FGH 2014"	921615	1564863	"EA159"	"ExA"	899919	"drought stress"	"TROST2_plate39_M3_121114_10am"	"plate39"	"M3"	"KL"	121114	"10am"
311	"foil greenhouse"	"MPI FGH 2014"	921616	1564867	"EA55"	"ExA"	899815	"drought stress"	"TROST2_plate39_M3_121114_10am"	"plate39"	"M3"	"MN"	121114	"10am"
312	"foil greenhouse"	"MPI FGH 2014"	921617	1564871	"EA6"	"ExA"	899444	"drought stress"	"TROST2_plate39_M3_121114_10am"	"plate39"	"M3"	"OP"	121114	"10am"
313	"foil greenhouse"	"MPI FGH 2014"	921619	1564879	"EA168"	"ExA"	899928	"drought stress"	"TROST2_plate40_M4_121114_10am"	"plate40"	"M4"	"AB"	121114	"10am"
314	"foil greenhouse"	"MPI FGH 2014"	921621	1564887	"EA20"	"ExA"	899458	"drought stress"	"TROST2_plate40_M4_121114_10am"	"plate40"	"M4"	"CD"	121114	"10am"
315	"foil greenhouse"	"MPI FGH 2014"	921622	1564891	"EA201"	"ExA"	899961	"drought stress"	"TROST2_plate40_M4_121114_10am"	"plate40"	"M4"	"EF"	121114	"10am"
316	"foil greenhouse"	"MPI FGH 2014"	921623	1564895	"EA192"	"ExA"	899952	"drought stress"	"TROST2_plate40_M4_121114_10am"	"plate40"	"M4"	"GH"	121114	"10am"
317	"foil greenhouse"	"MPI FGH 2014"	921624	1564899	"EA28"	"ExA"	899788	"drought stress"	"TROST2_plate40_M4_121114_10am"	"plate40"	"M4"	"IJ"	121114	"10am"
318	"foil greenhouse"	"MPI FGH 2014"	921625	1564903	"EA14"	"ExA"	899452	"drought stress"	"TROST2_plate40_M4_121114_10am"	"plate40"	"M4"	"KL"	121114	"10am"
319	"foil greenhouse"	"MPI FGH 2014"	921626	1564907	"EA183"	"ExA"	899943	"drought stress"	"TROST2_plate40_M4_121114_10am"	"plate40"	"M4"	"MN"	121114	"10am"
320	"foil greenhouse"	"MPI FGH 2014"	921627	1564911	"EA140"	"ExA"	899900	"drought stress"	"TROST2_plate40_M4_121114_10am"	"plate40"	"M4"	"OP"	121114	"10am"
321	"foil greenhouse"	"MPI FGH 2014"	921628	1564915	"EA155"	"ExA"	899915	"drought stress"	"TROST2_plate41_M1_121114_10am"	"plate41"	"M1"	"AB"	121114	"10am"
322	"foil greenhouse"	"MPI FGH 2014"	921629	1564919	"EA179"	"ExA"	899939	"drought stress"	"TROST2_plate41_M1_121114_10am"	"plate41"	"M1"	"CD"	121114	"10am"
323	"foil greenhouse"	"MPI FGH 2014"	921631	1564923	"EA300"	"ExA"	900060	"drought stress"	"TROST2_plate41_M1_121114_10am"	"plate41"	"M1"	"EF"	121114	"10am"
324	"foil greenhouse"	"MPI FGH 2014"	921632	1564927	"EA87"	"ExA"	899847	"drought stress"	"TROST2_plate41_M1_121114_10am"	"plate41"	"M1"	"GH"	121114	"10am"
325	"foil greenhouse"	"MPI FGH 2014"	921633	1564931	"EA280"	"ExA"	900040	"drought stress"	"TROST2_plate41_M1_121114_10am"	"plate41"	"M1"	"IJ"	121114	"10am"
326	"foil greenhouse"	"MPI FGH 2014"	921634	1564935	"EA92"	"ExA"	899852	"drought stress"	"TROST2_plate41_M1_121114_10am"	"plate41"	"M1"	"KL"	121114	"10am"
327	"foil greenhouse"	"MPI FGH 2014"	921635	1564939	"EA22"	"ExA"	899460	"drought stress"	"TROST2_plate41_M1_121114_10am"	"plate41"	"M1"	"MN"	121114	"10am"
328	"foil greenhouse"	"MPI FGH 2014"	921636	1564943	"EA257"	"ExA"	900017	"drought stress"	"TROST2_plate41_M1_121114_10am"	"plate41"	"M1"	"OP"	121114	"10am"
329	"foil greenhouse"	"MPI FGH 2014"	921637	1564947	"EA54"	"ExA"	899814	"drought stress"	"TROST2_plate42_M2_121114_10am"	"plate42"	"M2"	"AB"	121114	"10am"
330	"foil greenhouse"	"MPI FGH 2014"	921639	1564951	"EA121"	"ExA"	899881	"drought stress"	"TROST2_plate42_M2_121114_10am"	"plate42"	"M2"	"CD"	121114	"10am"
331	"foil greenhouse"	"MPI FGH 2014"	921640	1564155	"AR245"	"AxR"	899708	"drought stress"	"TROST2_plate42_M2_121114_10am"	"plate42"	"M2"	"EF"	121114	"10am"
332	"foil greenhouse"	"MPI FGH 2014"	921641	1564159	"EA263"	"ExA"	900023	"drought stress"	"TROST2_plate42_M2_121114_10am"	"plate42"	"M2"	"GH"	121114	"10am"
333	"foil greenhouse"	"MPI FGH 2014"	921642	1564163	"EA7"	"ExA"	899445	"drought stress"	"TROST2_plate42_M2_121114_10am"	"plate42"	"M2"	"IJ"	121114	"10am"
334	"foil greenhouse"	"MPI FGH 2014"	921643	1564167	"EA99"	"ExA"	899859	"drought stress"	"TROST2_plate42_M2_121114_10am"	"plate42"	"M2"	"KL"	121114	"10am"
335	"foil greenhouse"	"MPI FGH 2014"	921644	1564171	"EA154"	"ExA"	899914	"drought stress"	"TROST2_plate42_M2_121114_10am"	"plate42"	"M2"	"MN"	121114	"10am"
336	"foil greenhouse"	"MPI FGH 2014"	921645	1564175	"EA74"	"ExA"	899834	"drought stress"	"TROST2_plate42_M2_121114_10am"	"plate42"	"M2"	"OP"	121114	"10am"
337	"foil greenhouse"	"MPI FGH 2014"	921646	1564179	"EA112"	"ExA"	899872	"drought stress"	"TROST2_plate43_M3_121114_12am"	"plate43"	"M3"	"AB"	121114	"12am"
338	"foil greenhouse"	"MPI FGH 2014"	921647	1564183	"EA133"	"ExA"	899893	"drought stress"	"TROST2_plate43_M3_121114_12am"	"plate43"	"M3"	"CD"	121114	"12am"
339	"foil greenhouse"	"MPI FGH 2014"	921648	1564187	"EA125"	"ExA"	899885	"drought stress"	"TROST2_plate43_M3_121114_12am"	"plate43"	"M3"	"EF"	121114	"12am"
340	"foil greenhouse"	"MPI FGH 2014"	921649	1564191	"EA182"	"ExA"	899942	"drought stress"	"TROST2_plate43_M3_121114_12am"	"plate43"	"M3"	"GH"	121114	"12am"
341	"foil greenhouse"	"MPI FGH 2014"	921651	1564195	"EA79"	"ExA"	899839	"drought stress"	"TROST2_plate43_M3_121114_12am"	"plate43"	"M3"	"IJ"	121114	"12am"
342	"foil greenhouse"	"MPI FGH 2014"	921652	1564199	"AR230"	"AxR"	899693	"drought stress"	"TROST2_plate43_M3_121114_12am"	"plate43"	"M3"	"KL"	121114	"12am"
343	"foil greenhouse"	"MPI FGH 2014"	921653	1564203	"EA153"	"ExA"	899913	"drought stress"	"TROST2_plate43_M3_121114_12am"	"plate43"	"M3"	"MN"	121114	"12am"
344	"foil greenhouse"	"MPI FGH 2014"	921654	1564207	"EA2"	"ExA"	899440	"drought stress"	"TROST2_plate43_M3_121114_12am"	"plate43"	"M3"	"OP"	121114	"12am"
345	"foil greenhouse"	"MPI FGH 2014"	921655	1564211	"EA215"	"ExA"	899975	"drought stress"	"TROST2_plate44_M4_121114_12am"	"plate44"	"M4"	"AB"	121114	"12am"
346	"foil greenhouse"	"MPI FGH 2014"	921658	1564215	"EA218"	"ExA"	899978	"drought stress"	"TROST2_plate44_M4_121114_12am"	"plate44"	"M4"	"CD"	121114	"12am"
347	"foil greenhouse"	"MPI FGH 2014"	921665	1564235	"EA62"	"ExA"	899822	"drought stress"	"TROST2_plate44_M4_121114_12am"	"plate44"	"M4"	"EF"	121114	"12am"
348	"foil greenhouse"	"MPI FGH 2014"	921666	1564239	"AR170"	"AxR"	899633	"drought stress"	"TROST2_plate44_M4_121114_12am"	"plate44"	"M4"	"GH"	121114	"12am"
349	"foil greenhouse"	"MPI FGH 2014"	921669	1564251	"EA176"	"ExA"	899936	"drought stress"	"TROST2_plate44_M4_121114_12am"	"plate44"	"M4"	"IJ"	121114	"12am"
350	"foil greenhouse"	"MPI FGH 2014"	921671	1564255	"EA45"	"ExA"	899805	"drought stress"	"TROST2_plate44_M4_121114_12am"	"plate44"	"M4"	"KL"	121114	"12am"
351	"foil greenhouse"	"MPI FGH 2014"	921672	1564259	"EA115"	"ExA"	899875	"drought stress"	"TROST2_plate44_M4_121114_12am"	"plate44"	"M4"	"MN"	121114	"12am"
352	"foil greenhouse"	"MPI FGH 2014"	921673	1564263	"EA53"	"ExA"	899813	"drought stress"	"TROST2_plate44_M4_121114_12am"	"plate44"	"M4"	"OP"	121114	"12am"
353	"foil greenhouse"	"MPI FGH 2014"	921674	1564267	"EA59"	"ExA"	899819	"drought stress"	"TROST2_plate45_M1_121114_12am"	"plate45"	"M1"	"AB"	121114	"12am"
354	"foil greenhouse"	"MPI FGH 2014"	921675	1564271	"EA38"	"ExA"	899798	"drought stress"	"TROST2_plate45_M1_121114_12am"	"plate45"	"M1"	"CD"	121114	"12am"
355	"foil greenhouse"	"MPI FGH 2014"	921676	1564275	"EA232"	"ExA"	899992	"drought stress"	"TROST2_plate45_M1_121114_12am"	"plate45"	"M1"	"EF"	121114	"12am"
356	"foil greenhouse"	"MPI FGH 2014"	921677	1564279	"EA19"	"ExA"	899457	"drought stress"	"TROST2_plate45_M1_121114_12am"	"plate45"	"M1"	"GH"	121114	"12am"
357	"foil greenhouse"	"MPI FGH 2014"	921678	1564283	"EA130"	"ExA"	899890	"drought stress"	"TROST2_plate45_M1_121114_12am"	"plate45"	"M1"	"IJ"	121114	"12am"
358	"foil greenhouse"	"MPI FGH 2014"	921680	1564287	"AR71"	"AxR"	899534	"drought stress"	"TROST2_plate45_M1_121114_12am"	"plate45"	"M1"	"KL"	121114	"12am"
359	"foil greenhouse"	"MPI FGH 2014"	921683	1564295	"EA143"	"ExA"	899903	"drought stress"	"TROST2_plate45_M1_121114_12am"	"plate45"	"M1"	"MN"	121114	"12am"
360	"foil greenhouse"	"MPI FGH 2014"	921684	1564299	"EA170"	"ExA"	899930	"drought stress"	"TROST2_plate45_M1_121114_12am"	"plate45"	"M1"	"OP"	121114	"12am"
361	"foil greenhouse"	"MPI FGH 2014"	921686	1564307	"EA160"	"ExA"	899920	"drought stress"	"TROST2_plate46_M2_121114_12am"	"plate46"	"M2"	"AB"	121114	"12am"
362	"foil greenhouse"	"MPI FGH 2014"	921687	1564311	"EA8"	"ExA"	899446	"drought stress"	"TROST2_plate46_M2_121114_12am"	"plate46"	"M2"	"CD"	121114	"12am"
363	"foil greenhouse"	"MPI FGH 2014"	921689	1564319	"EA222"	"ExA"	899982	"drought stress"	"TROST2_plate46_M2_121114_12am"	"plate46"	"M2"	"EF"	121114	"12am"
364	"foil greenhouse"	"MPI FGH 2014"	921690	1564323	"EA234"	"ExA"	899994	"drought stress"	"TROST2_plate46_M2_121114_12am"	"plate46"	"M2"	"GH"	121114	"12am"
365	"foil greenhouse"	"MPI FGH 2014"	921691	1564327	"EA175"	"ExA"	899935	"drought stress"	"TROST2_plate46_M2_121114_12am"	"plate46"	"M2"	"IJ"	121114	"12am"
366	"foil greenhouse"	"MPI FGH 2014"	921693	1564331	"EA75"	"ExA"	899835	"drought stress"	"TROST2_plate46_M2_121114_12am"	"plate46"	"M2"	"KL"	121114	"12am"
367	"foil greenhouse"	"MPI FGH 2014"	921695	1564335	"EA57"	"ExA"	899817	"drought stress"	"TROST2_plate46_M2_121114_12am"	"plate46"	"M2"	"MN"	121114	"12am"
368	"foil greenhouse"	"MPI FGH 2014"	921698	1564347	"EA35"	"ExA"	899795	"drought stress"	"TROST2_plate46_M2_121114_12am"	"plate46"	"M2"	"OP"	121114	"12am"
369	"foil greenhouse"	"MPI FGH 2014"	921700	1564355	"EA243"	"ExA"	900003	"drought stress"	"TROST2_plate47_M3_121114_2pm"	"plate47"	"M3"	"AB"	121114	"2pm"
370	"foil greenhouse"	"MPI FGH 2014"	921701	1564359	"Ramses"	"Ramses"	858641	"drought stress"	"TROST2_plate47_M3_121114_2pm"	"plate47"	"M3"	"CD"	121114	"2pm"
371	"foil greenhouse"	"MPI FGH 2014"	921704	1564363	"AR60"	"AxR"	899523	"drought stress"	"TROST2_plate47_M3_121114_2pm"	"plate47"	"M3"	"EF"	121114	"2pm"
372	"foil greenhouse"	"MPI FGH 2014"	921706	1564367	"AR61"	"AxR"	899524	"drought stress"	"TROST2_plate47_M3_121114_2pm"	"plate47"	"M3"	"GH"	121114	"2pm"
373	"foil greenhouse"	"MPI FGH 2014"	921709	1564371	"AR184"	"AxR"	899647	"drought stress"	"TROST2_plate47_M3_121114_2pm"	"plate47"	"M3"	"IJ"	121114	"2pm"
374	"foil greenhouse"	"MPI FGH 2014"	921714	1564375	"AR267"	"AxR"	899730	"drought stress"	"TROST2_plate47_M3_121114_2pm"	"plate47"	"M3"	"KL"	121114	"2pm"
375	"foil greenhouse"	"MPI FGH 2014"	921717	1564379	"AR43"	"AxR"	899506	"drought stress"	"TROST2_plate47_M3_121114_2pm"	"plate47"	"M3"	"MN"	121114	"2pm"
376	"foil greenhouse"	"MPI FGH 2014"	921719	1564383	"AR261"	"AxR"	899724	"drought stress"	"TROST2_plate47_M3_121114_2pm"	"plate47"	"M3"	"OP"	121114	"2pm"
377	"foil greenhouse"	"MPI FGH 2014"	921723	1564387	"AR118"	"AxR"	899581	"drought stress"	"TROST2_plate48_M4_121114_2pm"	"plate48"	"M4"	"AB"	121114	"2pm"
378	"foil greenhouse"	"MPI FGH 2014"	921726	1564391	"AR288"	"AxR"	899751	"drought stress"	"TROST2_plate48_M4_121114_2pm"	"plate48"	"M4"	"CD"	121114	"2pm"
379	"foil greenhouse"	"MPI FGH 2014"	921732	1564395	"AR165"	"AxR"	899628	"drought stress"	"TROST2_plate48_M4_121114_2pm"	"plate48"	"M4"	"EF"	121114	"2pm"
380	"foil greenhouse"	"MPI FGH 2014"	921733	1564399	"AR254"	"AxR"	899717	"drought stress"	"TROST2_plate48_M4_121114_2pm"	"plate48"	"M4"	"GH"	121114	"2pm"
381	"foil greenhouse"	"MPI FGH 2014"	921738	1564403	"AR185"	"AxR"	899648	"drought stress"	"TROST2_plate48_M4_121114_2pm"	"plate48"	"M4"	"IJ"	121114	"2pm"
382	"foil greenhouse"	"MPI FGH 2014"	921741	1564407	"Albatros"	"Albatros"	866296	"drought stress"	"TROST2_plate48_M4_121114_2pm"	"plate48"	"M4"	"KL"	121114	"2pm"
383	"foil greenhouse"	"MPI FGH 2014"	921742	1564411	"AR285"	"AxR"	899748	"drought stress"	"TROST2_plate48_M4_121114_2pm"	"plate48"	"M4"	"MN"	121114	"2pm"
384	"foil greenhouse"	"MPI FGH 2014"	921743	1564415	"AR98"	"AxR"	899561	"drought stress"	"TROST2_plate48_M4_121114_2pm"	"plate48"	"M4"	"OP"	121114	"2pm"
385	"foil greenhouse"	"MPI FGH 2014"	921751	1564419	"EA162"	"ExA"	899922	"drought stress"	"TROST2_plate49_M1_121114_2pm"	"plate49"	"M1"	"AB"	121114	"2pm"
386	"foil greenhouse"	"MPI FGH 2014"	921753	1564423	"AR133"	"AxR"	899596	"drought stress"	"TROST2_plate49_M1_121114_2pm"	"plate49"	"M1"	"CD"	121114	"2pm"
387	"foil greenhouse"	"MPI FGH 2014"	921756	1564427	"AR1"	"AxR"	899464	"drought stress"	"TROST2_plate49_M1_121114_2pm"	"plate49"	"M1"	"EF"	121114	"2pm"
388	"foil greenhouse"	"MPI FGH 2014"	921758	1564431	"AR129"	"AxR"	899592	"drought stress"	"TROST2_plate49_M1_121114_2pm"	"plate49"	"M1"	"GH"	121114	"2pm"
389	"foil greenhouse"	"MPI FGH 2014"	921759	1564435	"AR139"	"AxR"	899602	"drought stress"	"TROST2_plate49_M1_121114_2pm"	"plate49"	"M1"	"IJ"	121114	"2pm"
390	"foil greenhouse"	"MPI FGH 2014"	921762	1564439	"EA152"	"ExA"	899912	"drought stress"	"TROST2_plate49_M1_121114_2pm"	"plate49"	"M1"	"KL"	121114	"2pm"
391	"foil greenhouse"	"MPI FGH 2014"	921763	1564443	"Euroresa"	"Euroresa"	869004	"drought stress"	"TROST2_plate49_M1_121114_2pm"	"plate49"	"M1"	"MN"	121114	"2pm"
392	"foil greenhouse"	"MPI FGH 2014"	921764	1564447	"AR216"	"AxR"	899679	"drought stress"	"TROST2_plate49_M1_121114_2pm"	"plate49"	"M1"	"OP"	121114	"2pm"
393	"foil greenhouse"	"MPI FGH 2014"	921766	1564451	"AR291"	"AxR"	899754	"drought stress"	"TROST2_plate50_M2_121114_2pm"	"plate50"	"M2"	"AB"	121114	"2pm"
394	"foil greenhouse"	"MPI FGH 2014"	921787	1564455	"Desiree"	"Desiree"	22497	"drought stress"	"TROST2_plate50_M2_121114_2pm"	"plate50"	"M2"	"CD"	121114	"2pm"
395	"foil greenhouse"	"MPI FGH 2014"	921803	1564463	"EA145"	"ExA"	899905	"drought stress"	"TROST2_plate50_M2_121114_2pm"	"plate50"	"M2"	"EF"	121114	"2pm"
396	"foil greenhouse"	"MPI FGH 2014"	921805	1564467	"EA167"	"ExA"	899927	"drought stress"	"TROST2_plate50_M2_121114_2pm"	"plate50"	"M2"	"GH"	121114	"2pm"
397	"foil greenhouse"	"MPI FGH 2014"	921808	1564471	"EA207"	"ExA"	899967	"drought stress"	"TROST2_plate50_M2_121114_2pm"	"plate50"	"M2"	"IJ"	121114	"2pm"
398	"foil greenhouse"	"MPI FGH 2014"	921814	1564479	"EA279"	"ExA"	900039	"drought stress"	"TROST2_plate50_M2_121114_2pm"	"plate50"	"M2"	"KL"	121114	"2pm"
399	"foil greenhouse"	"MPI FGH 2014"	921816	1564483	"EA296"	"ExA"	900056	"drought stress"	"TROST2_plate50_M2_121114_2pm"	"plate50"	"M2"	"MN"	121114	"2pm"
400	"foil greenhouse"	"MPI FGH 2014"	921831	1564495	"EA208"	"ExA"	899968	"drought stress"	"TROST2_plate50_M2_121114_2pm"	"plate50"	"M2"	"OP"	121114	"2pm"
401	"foil greenhouse"	"MPI FGH 2014"	921843	1564499	"EA85"	"ExA"	899845	"drought stress"	"TROST2_plate103_M2_171114_11am"	"plate103"	"M2"	"CD"	171114	"11am"
402	"foil greenhouse"	"MPI FGH 2014"	921870	1564507	"EA252"	"ExA"	900012	"drought stress"	"TROST2_plate51_M3_121114_4pm"	"plate51"	"M3"	"CD"	121114	"4pm"
403	"foil greenhouse"	"MPI FGH 2014"	921878	1564511	"EA47"	"ExA"	899807	"drought stress"	"TROST2_plate51_M3_121114_4pm"	"plate51"	"M3"	"EF"	121114	"4pm"
404	"foil greenhouse"	"MPI FGH 2014"	921885	1564515	"EA17"	"ExA"	899455	"drought stress"	"TROST2_plate51_M3_121114_4pm"	"plate51"	"M3"	"GH"	121114	"4pm"
405	"foil greenhouse"	"MPI FGH 2014"	921889	1564519	"EA30"	"ExA"	899790	"drought stress"	"TROST2_plate51_M3_121114_4pm"	"plate51"	"M3"	"IJ"	121114	"4pm"
406	"foil greenhouse"	"MPI FGH 2014"	921896	1564523	"EA24"	"ExA"	899462	"drought stress"	"TROST2_plate51_M3_121114_4pm"	"plate51"	"M3"	"KL"	121114	"4pm"
407	"foil greenhouse"	"MPI FGH 2014"	921913	1564527	"Desiree"	"Desiree"	22497	"drought stress"	"TROST2_plate51_M3_121114_4pm"	"plate51"	"M3"	"MN"	121114	"4pm"
408	"foil greenhouse"	"MPI FGH 2014"	921928	1564531	"Euroresa"	"Euroresa"	869004	"drought stress"	"TROST2_plate51_M3_121114_4pm"	"plate51"	"M3"	"OP"	121114	"4pm"
409	"foil greenhouse"	"MPI FGH 2014"	921973	1564539	"Ramses"	"Ramses"	858641	"drought stress"	"TROST2_plate52_M4_121114_4pm"	"plate52"	"M4"	"AB"	121114	"4pm"
410	"foil greenhouse"	"MPI FGH 2014"	921991	1564543	"Albatros"	"Albatros"	866296	"drought stress"	"TROST2_plate52_M4_121114_4pm"	"plate52"	"M4"	"CD"	121114	"4pm"
411	"foil greenhouse"	"MPI FGH 2014"	922016	1564547	"EA132"	"ExA"	899892	"drought stress"	"TROST2_plate52_M4_121114_4pm"	"plate52"	"M4"	"EF"	121114	"4pm"
412	"foil greenhouse"	"MPI FGH 2014"	922020	1564551	"EA71"	"ExA"	899831	"drought stress"	"TROST2_plate52_M4_121114_4pm"	"plate52"	"M4"	"GH"	121114	"4pm"
413	"shelter"	"JKI Shelter 2014"	922274	1571251	"EA2"	"ExA"	899440	"control"	"TROST2_plate52_M4_121114_4pm"	"plate52"	"M4"	"IJ"	121114	"4pm"
414	"shelter"	"JKI Shelter 2014"	922275	1571255	"EA6"	"ExA"	899444	"control"	"TROST2_plate52_M4_121114_4pm"	"plate52"	"M4"	"KL"	121114	"4pm"
415	"shelter"	"JKI Shelter 2014"	922276	1571259	"EA7"	"ExA"	899445	"control"	"TROST2_plate52_M4_121114_4pm"	"plate52"	"M4"	"MN"	121114	"4pm"
416	"shelter"	"JKI Shelter 2014"	922277	1571263	"EA8"	"ExA"	899446	"control"	"TROST2_plate52_M4_121114_4pm"	"plate52"	"M4"	"OP"	121114	"4pm"
417	"shelter"	"JKI Shelter 2014"	922278	1571267	"EA14"	"ExA"	899452	"control"	"TROST2_plate53_M1_121114_4pm"	"plate53"	"M1"	"AB"	121114	"4pm"
418	"shelter"	"JKI Shelter 2014"	922279	1571271	"EA17"	"ExA"	899455	"control"	"TROST2_plate53_M1_121114_4pm"	"plate53"	"M1"	"CD"	121114	"4pm"
419	"shelter"	"JKI Shelter 2014"	922280	1571275	"EA19"	"ExA"	899457	"control"	"TROST2_plate53_M1_121114_4pm"	"plate53"	"M1"	"EF"	121114	"4pm"
420	"shelter"	"JKI Shelter 2014"	922281	1571279	"EA20"	"ExA"	899458	"control"	"TROST2_plate53_M1_121114_4pm"	"plate53"	"M1"	"GH"	121114	"4pm"
421	"shelter"	"JKI Shelter 2014"	922282	1571283	"EA22"	"ExA"	899460	"control"	"TROST2_plate53_M1_121114_4pm"	"plate53"	"M1"	"IJ"	121114	"4pm"
422	"shelter"	"JKI Shelter 2014"	922283	1571287	"EA24"	"ExA"	899462	"control"	"TROST2_plate53_M1_121114_4pm"	"plate53"	"M1"	"KL"	121114	"4pm"
423	"shelter"	"JKI Shelter 2014"	922284	1571291	"EA28"	"ExA"	899788	"control"	"TROST2_plate53_M1_121114_4pm"	"plate53"	"M1"	"MN"	121114	"4pm"
424	"shelter"	"JKI Shelter 2014"	922285	1571295	"EA30"	"ExA"	899790	"control"	"TROST2_plate53_M1_121114_4pm"	"plate53"	"M1"	"OP"	121114	"4pm"
425	"shelter"	"JKI Shelter 2014"	922286	1571299	"EA35"	"ExA"	899795	"control"	"TROST2_plate54_M2_121114_4pm"	"plate54"	"M2"	"CD"	121114	"4pm"
426	"shelter"	"JKI Shelter 2014"	922287	1571303	"EA38"	"ExA"	899798	"control"	"TROST2_plate54_M2_121114_4pm"	"plate54"	"M2"	"EF"	121114	"4pm"
427	"shelter"	"JKI Shelter 2014"	922288	1571307	"EA43"	"ExA"	899803	"control"	"TROST2_plate54_M2_121114_4pm"	"plate54"	"M2"	"GH"	121114	"4pm"
428	"shelter"	"JKI Shelter 2014"	922289	1571311	"EA45"	"ExA"	899805	"control"	"TROST2_plate54_M2_121114_4pm"	"plate54"	"M2"	"IJ"	121114	"4pm"
429	"shelter"	"JKI Shelter 2014"	922290	1571315	"EA47"	"ExA"	899807	"control"	"TROST2_plate54_M2_121114_4pm"	"plate54"	"M2"	"KL"	121114	"4pm"
430	"shelter"	"JKI Shelter 2014"	922291	1571319	"EA53"	"ExA"	899813	"control"	"TROST2_plate54_M2_121114_4pm"	"plate54"	"M2"	"MN"	121114	"4pm"
431	"shelter"	"JKI Shelter 2014"	922292	1571323	"EA54"	"ExA"	899814	"control"	"TROST2_plate54_M2_121114_4pm"	"plate54"	"M2"	"OP"	121114	"4pm"
432	"shelter"	"JKI Shelter 2014"	922293	1571327	"EA55"	"ExA"	899815	"control"	"TROST2_plate54_M2_121114_4pm"	"plate54"	"M2"	"AB"	121114	"4pm"
434	"shelter"	"JKI Shelter 2014"	922295	1571335	"EA59"	"ExA"	899819	"control"	"TROST2_plate55_M3_121114_6pm"	"plate55"	"M3"	"CD"	121114	"6pm"
