"cultivation"	"trial"	"sampleID"	"aliquotID"	"cultivar"	"subspecies_id"	"treatment"	"trost_valdis"
"1991"	"foil greenhouse"	"MPI FGH 2014"	921255	1565183	"ExA"	899839	"control"	"valdis"
"2001"	"foil greenhouse"	"MPI FGH 2014"	921256	1565187	"ExA"	900029	"control"	"valdis"
"2011"	"foil greenhouse"	"MPI FGH 2014"	921290	1565191	"ExA"	899819	"control"	"valdis"
"2021"	"foil greenhouse"	"MPI FGH 2014"	921319	1565195	"Ramses"	858641	"control"	"valdis"
"2031"	"foil greenhouse"	"MPI FGH 2014"	921322	1565199	"Desiree"	22497	"control"	"valdis"
"2041"	"foil greenhouse"	"MPI FGH 2014"	921351	1565203	"Euroresa"	869004	"control"	"valdis"
"2051"	"foil greenhouse"	"MPI FGH 2014"	921490	1565211	"ExA"	899972	"drought stress"	"valdis"
"2061"	"foil greenhouse"	"MPI FGH 2014"	921491	1565215	"ExA"	899824	"drought stress"	"valdis"
"2071"	"foil greenhouse"	"MPI FGH 2014"	921495	1565219	"ExA"	899832	"drought stress"	"valdis"
"2081"	"foil greenhouse"	"MPI FGH 2014"	921501	1565227	"AxR"	899491	"drought stress"	"valdis"
"2091"	"foil greenhouse"	"MPI FGH 2014"	921502	1565231	"AxR"	899719	"drought stress"	"valdis"
"2101"	"foil greenhouse"	"MPI FGH 2014"	921503	1565235	"Euroresa"	869004	"drought stress"	"valdis"
"2111"	"foil greenhouse"	"MPI FGH 2014"	921504	1565239	"AxR"	899704	"drought stress"	"valdis"
"2121"	"foil greenhouse"	"MPI FGH 2014"	921505	1565243	"AxR"	899721	"drought stress"	"valdis"
"2131"	"foil greenhouse"	"MPI FGH 2014"	921506	1565247	"AxR"	899660	"drought stress"	"valdis"
"2141"	"foil greenhouse"	"MPI FGH 2014"	921507	1565251	"ExA"	900033	"drought stress"	"valdis"
"2151"	"foil greenhouse"	"MPI FGH 2014"	921508	1565255	"AxR"	899734	"drought stress"	"valdis"
"2161"	"foil greenhouse"	"MPI FGH 2014"	921510	1565259	"ExA"	899958	"drought stress"	"valdis"
"2171"	"foil greenhouse"	"MPI FGH 2014"	921511	1565263	"ExA"	899838	"drought stress"	"valdis"
"2181"	"foil greenhouse"	"MPI FGH 2014"	921512	1565267	"ExA"	899970	"drought stress"	"valdis"
"2191"	"foil greenhouse"	"MPI FGH 2014"	921513	1565271	"ExA"	899934	"drought stress"	"valdis"
"2201"	"foil greenhouse"	"MPI FGH 2014"	921514	1565275	"AxR"	899531	"drought stress"	"valdis"
"2211"	"foil greenhouse"	"MPI FGH 2014"	921515	1565279	"Albatros"	866296	"drought stress"	"valdis"
"2221"	"foil greenhouse"	"MPI FGH 2014"	921516	1565283	"ExA"	899933	"drought stress"	"valdis"
"2231"	"foil greenhouse"	"MPI FGH 2014"	921517	1565287	"AxR"	899671	"drought stress"	"valdis"
"2241"	"foil greenhouse"	"MPI FGH 2014"	921518	1565291	"AxR"	899659	"drought stress"	"valdis"
"2251"	"foil greenhouse"	"MPI FGH 2014"	921521	1565299	"AxR"	899745	"drought stress"	"valdis"
"2261"	"foil greenhouse"	"MPI FGH 2014"	921522	1565303	"AxR"	899698	"drought stress"	"valdis"
"2271"	"foil greenhouse"	"MPI FGH 2014"	921523	1565307	"AxR"	899612	"drought stress"	"valdis"
"2281"	"foil greenhouse"	"MPI FGH 2014"	921524	1565311	"ExA"	899956	"drought stress"	"valdis"
"2291"	"foil greenhouse"	"MPI FGH 2014"	921525	1565315	"ExA"	899962	"drought stress"	"valdis"
"2301"	"foil greenhouse"	"MPI FGH 2014"	921526	1565319	"AxR"	899631	"drought stress"	"valdis"
"2311"	"foil greenhouse"	"MPI FGH 2014"	921527	1565323	"Desiree"	22497	"drought stress"	"valdis"
"2321"	"foil greenhouse"	"MPI FGH 2014"	921529	1565331	"AxR"	899654	"drought stress"	"valdis"
"2331"	"foil greenhouse"	"MPI FGH 2014"	921530	1565335	"AxR"	899567	"drought stress"	"valdis"
"2341"	"foil greenhouse"	"MPI FGH 2014"	921531	1565339	"AxR"	899639	"drought stress"	"valdis"
"2351"	"foil greenhouse"	"MPI FGH 2014"	921532	1565343	"ExA"	899937	"drought stress"	"valdis"
"2361"	"foil greenhouse"	"MPI FGH 2014"	921533	1565347	"AxR"	899697	"drought stress"	"valdis"
"2371"	"foil greenhouse"	"MPI FGH 2014"	921534	1565351	"ExA"	899960	"drought stress"	"valdis"
"2381"	"foil greenhouse"	"MPI FGH 2014"	921535	1564555	"AxR"	899712	"drought stress"	"valdis"
"2391"	"foil greenhouse"	"MPI FGH 2014"	921536	1564559	"AxR"	899743	"drought stress"	"valdis"
"2401"	"foil greenhouse"	"MPI FGH 2014"	921537	1564563	"AxR"	899710	"drought stress"	"valdis"
"2411"	"foil greenhouse"	"MPI FGH 2014"	921538	1564567	"AxR"	899486	"drought stress"	"valdis"
"2421"	"foil greenhouse"	"MPI FGH 2014"	921539	1564571	"AxR"	899662	"drought stress"	"valdis"
"2431"	"foil greenhouse"	"MPI FGH 2014"	921541	1564579	"Ramses"	858641	"drought stress"	"valdis"
"2441"	"foil greenhouse"	"MPI FGH 2014"	921542	1564583	"AxR"	899663	"drought stress"	"valdis"
"2451"	"foil greenhouse"	"MPI FGH 2014"	921543	1564587	"AxR"	899530	"drought stress"	"valdis"
"2461"	"foil greenhouse"	"MPI FGH 2014"	921544	1564591	"AxR"	899732	"drought stress"	"valdis"
"2471"	"foil greenhouse"	"MPI FGH 2014"	921545	1564595	"AxR"	899522	"drought stress"	"valdis"
"2481"	"foil greenhouse"	"MPI FGH 2014"	921546	1564599	"AxR"	899759	"drought stress"	"valdis"
"2491"	"foil greenhouse"	"MPI FGH 2014"	921547	1564603	"AxR"	899550	"drought stress"	"valdis"
"2501"	"foil greenhouse"	"MPI FGH 2014"	921548	1564607	"AxR"	899626	"drought stress"	"valdis"
"2511"	"foil greenhouse"	"MPI FGH 2014"	921549	1564611	"AxR"	899562	"drought stress"	"valdis"
"2521"	"foil greenhouse"	"MPI FGH 2014"	921550	1564615	"AxR"	899484	"drought stress"	"valdis"
"2531"	"foil greenhouse"	"MPI FGH 2014"	921551	1564619	"AxR"	899627	"drought stress"	"valdis"
"2541"	"foil greenhouse"	"MPI FGH 2014"	921552	1564623	"AxR"	899553	"drought stress"	"valdis"
"2551"	"foil greenhouse"	"MPI FGH 2014"	921553	1564627	"AxR"	899604	"drought stress"	"valdis"
"2561"	"foil greenhouse"	"MPI FGH 2014"	921554	1564631	"AxR"	899584	"drought stress"	"valdis"
"2571"	"foil greenhouse"	"MPI FGH 2014"	921555	1564635	"AxR"	899586	"drought stress"	"valdis"
"2581"	"foil greenhouse"	"MPI FGH 2014"	921557	1564639	"AxR"	899515	"drought stress"	"valdis"
"2591"	"foil greenhouse"	"MPI FGH 2014"	921558	1564643	"AxR"	899511	"drought stress"	"valdis"
"2601"	"foil greenhouse"	"MPI FGH 2014"	921559	1564647	"AxR"	899548	"drought stress"	"valdis"
"2611"	"foil greenhouse"	"MPI FGH 2014"	921560	1564651	"AxR"	899483	"drought stress"	"valdis"
"2621"	"foil greenhouse"	"MPI FGH 2014"	921561	1564655	"AxR"	899620	"drought stress"	"valdis"
"2631"	"foil greenhouse"	"MPI FGH 2014"	921562	1564659	"ExA"	899953	"drought stress"	"valdis"
"2641"	"foil greenhouse"	"MPI FGH 2014"	921563	1564663	"AxR"	899747	"drought stress"	"valdis"
"2651"	"foil greenhouse"	"MPI FGH 2014"	921565	1564667	"AxR"	899629	"drought stress"	"valdis"
"2661"	"foil greenhouse"	"MPI FGH 2014"	921566	1564671	"AxR"	899558	"drought stress"	"valdis"
"2671"	"foil greenhouse"	"MPI FGH 2014"	921567	1564675	"AxR"	899723	"drought stress"	"valdis"
"2681"	"foil greenhouse"	"MPI FGH 2014"	921568	1564679	"AxR"	899569	"drought stress"	"valdis"
"2691"	"foil greenhouse"	"MPI FGH 2014"	921569	1564683	"AxR"	899646	"drought stress"	"valdis"
"2701"	"foil greenhouse"	"MPI FGH 2014"	921570	1564687	"AxR"	899761	"drought stress"	"valdis"
"2711"	"foil greenhouse"	"MPI FGH 2014"	921571	1564691	"AxR"	899568	"drought stress"	"valdis"
"2721"	"foil greenhouse"	"MPI FGH 2014"	921573	1564699	"AxR"	899756	"drought stress"	"valdis"
"2731"	"foil greenhouse"	"MPI FGH 2014"	921574	1564703	"AxR"	899603	"drought stress"	"valdis"
"2741"	"foil greenhouse"	"MPI FGH 2014"	921575	1564707	"AxR"	899519	"drought stress"	"valdis"
"2751"	"foil greenhouse"	"MPI FGH 2014"	921576	1564711	"AxR"	899624	"drought stress"	"valdis"
"2761"	"foil greenhouse"	"MPI FGH 2014"	921579	1564723	"AxR"	899742	"drought stress"	"valdis"
"2771"	"foil greenhouse"	"MPI FGH 2014"	921580	1564727	"AxR"	899518	"drought stress"	"valdis"
"2781"	"foil greenhouse"	"MPI FGH 2014"	921581	1564731	"AxR"	899731	"drought stress"	"valdis"
"2791"	"foil greenhouse"	"MPI FGH 2014"	921582	1564735	"AxR"	899694	"drought stress"	"valdis"
"2801"	"foil greenhouse"	"MPI FGH 2014"	921583	1564739	"AxR"	899664	"drought stress"	"valdis"
"2811"	"foil greenhouse"	"MPI FGH 2014"	921584	1564743	"AxR"	899606	"drought stress"	"valdis"
"2821"	"foil greenhouse"	"MPI FGH 2014"	921586	1564751	"AxR"	899665	"drought stress"	"valdis"
"2831"	"foil greenhouse"	"MPI FGH 2014"	921587	1564755	"AxR"	899580	"drought stress"	"valdis"
"2841"	"foil greenhouse"	"MPI FGH 2014"	921588	1564759	"AxR"	899588	"drought stress"	"valdis"
"2851"	"foil greenhouse"	"MPI FGH 2014"	921589	1564763	"AxR"	899692	"drought stress"	"valdis"
"2861"	"foil greenhouse"	"MPI FGH 2014"	921590	1564767	"AxR"	899538	"drought stress"	"valdis"
"2871"	"foil greenhouse"	"MPI FGH 2014"	921591	1564771	"AxR"	899762	"drought stress"	"valdis"
"2881"	"foil greenhouse"	"MPI FGH 2014"	921592	1564775	"AxR"	899670	"drought stress"	"valdis"
"2891"	"foil greenhouse"	"MPI FGH 2014"	921593	1564779	"AxR"	899585	"drought stress"	"valdis"
"2901"	"foil greenhouse"	"MPI FGH 2014"	921594	1564783	"AxR"	899651	"drought stress"	"valdis"
"2911"	"foil greenhouse"	"MPI FGH 2014"	921595	1564787	"AxR"	899589	"drought stress"	"valdis"
"2921"	"foil greenhouse"	"MPI FGH 2014"	921596	1564791	"AxR"	899472	"drought stress"	"valdis"
"2931"	"foil greenhouse"	"MPI FGH 2014"	921597	1564795	"AxR"	899485	"drought stress"	"valdis"
"2941"	"foil greenhouse"	"MPI FGH 2014"	921598	1564799	"AxR"	899607	"drought stress"	"valdis"
"2951"	"foil greenhouse"	"MPI FGH 2014"	921599	1564803	"AxR"	899504	"drought stress"	"valdis"
"2961"	"foil greenhouse"	"MPI FGH 2014"	921601	1564807	"ExA"	899932	"drought stress"	"valdis"
"2971"	"foil greenhouse"	"MPI FGH 2014"	921603	1564815	"ExA"	899871	"drought stress"	"valdis"
"2981"	"foil greenhouse"	"MPI FGH 2014"	921604	1564819	"ExA"	900026	"drought stress"	"valdis"
"2991"	"foil greenhouse"	"MPI FGH 2014"	921605	1564823	"ExA"	899891	"drought stress"	"valdis"
"3001"	"foil greenhouse"	"MPI FGH 2014"	921606	1564827	"ExA"	899887	"drought stress"	"valdis"
"3011"	"foil greenhouse"	"MPI FGH 2014"	921607	1564831	"ExA"	900029	"drought stress"	"valdis"
"3021"	"foil greenhouse"	"MPI FGH 2014"	921608	1564835	"ExA"	899803	"drought stress"	"valdis"
"3031"	"foil greenhouse"	"MPI FGH 2014"	921609	1564839	"ExA"	899873	"drought stress"	"valdis"
"3041"	"foil greenhouse"	"MPI FGH 2014"	921610	1564843	"ExA"	899925	"drought stress"	"valdis"
"3051"	"foil greenhouse"	"MPI FGH 2014"	921611	1564847	"ExA"	899826	"drought stress"	"valdis"
"3061"	"foil greenhouse"	"MPI FGH 2014"	921612	1564851	"ExA"	900024	"drought stress"	"valdis"
"3071"	"foil greenhouse"	"MPI FGH 2014"	921614	1564859	"ExA"	899946	"drought stress"	"valdis"
"3081"	"foil greenhouse"	"MPI FGH 2014"	921615	1564863	"ExA"	899919	"drought stress"	"valdis"
"3091"	"foil greenhouse"	"MPI FGH 2014"	921616	1564867	"ExA"	899815	"drought stress"	"valdis"
"3101"	"foil greenhouse"	"MPI FGH 2014"	921617	1564871	"ExA"	899444	"drought stress"	"valdis"
"3111"	"foil greenhouse"	"MPI FGH 2014"	921619	1564879	"ExA"	899928	"drought stress"	"valdis"
"3121"	"foil greenhouse"	"MPI FGH 2014"	921621	1564887	"ExA"	899458	"drought stress"	"valdis"
"3131"	"foil greenhouse"	"MPI FGH 2014"	921622	1564891	"ExA"	899961	"drought stress"	"valdis"
"3141"	"foil greenhouse"	"MPI FGH 2014"	921623	1564895	"ExA"	899952	"drought stress"	"valdis"
"3151"	"foil greenhouse"	"MPI FGH 2014"	921624	1564899	"ExA"	899788	"drought stress"	"valdis"
"3161"	"foil greenhouse"	"MPI FGH 2014"	921625	1564903	"ExA"	899452	"drought stress"	"valdis"
"3171"	"foil greenhouse"	"MPI FGH 2014"	921626	1564907	"ExA"	899943	"drought stress"	"valdis"
"3181"	"foil greenhouse"	"MPI FGH 2014"	921627	1564911	"ExA"	899900	"drought stress"	"valdis"
"3191"	"foil greenhouse"	"MPI FGH 2014"	921628	1564915	"ExA"	899915	"drought stress"	"valdis"
"3201"	"foil greenhouse"	"MPI FGH 2014"	921629	1564919	"ExA"	899939	"drought stress"	"valdis"
"3211"	"foil greenhouse"	"MPI FGH 2014"	921631	1564923	"ExA"	900060	"drought stress"	"valdis"
"3221"	"foil greenhouse"	"MPI FGH 2014"	921632	1564927	"ExA"	899847	"drought stress"	"valdis"
"3231"	"foil greenhouse"	"MPI FGH 2014"	921633	1564931	"ExA"	900040	"drought stress"	"valdis"
"3241"	"foil greenhouse"	"MPI FGH 2014"	921634	1564935	"ExA"	899852	"drought stress"	"valdis"
"3251"	"foil greenhouse"	"MPI FGH 2014"	921635	1564939	"ExA"	899460	"drought stress"	"valdis"
"3261"	"foil greenhouse"	"MPI FGH 2014"	921636	1564943	"ExA"	900017	"drought stress"	"valdis"
"3271"	"foil greenhouse"	"MPI FGH 2014"	921637	1564947	"ExA"	899814	"drought stress"	"valdis"
"3281"	"foil greenhouse"	"MPI FGH 2014"	921639	1564951	"ExA"	899881	"drought stress"	"valdis"
"3291"	"foil greenhouse"	"MPI FGH 2014"	921640	1564155	"AxR"	899708	"drought stress"	"valdis"
"3301"	"foil greenhouse"	"MPI FGH 2014"	921641	1564159	"ExA"	900023	"drought stress"	"valdis"
"3311"	"foil greenhouse"	"MPI FGH 2014"	921642	1564163	"ExA"	899445	"drought stress"	"valdis"
"3321"	"foil greenhouse"	"MPI FGH 2014"	921643	1564167	"ExA"	899859	"drought stress"	"valdis"
"3331"	"foil greenhouse"	"MPI FGH 2014"	921644	1564171	"ExA"	899914	"drought stress"	"valdis"
"3341"	"foil greenhouse"	"MPI FGH 2014"	921645	1564175	"ExA"	899834	"drought stress"	"valdis"
"3351"	"foil greenhouse"	"MPI FGH 2014"	921646	1564179	"ExA"	899872	"drought stress"	"valdis"
"3361"	"foil greenhouse"	"MPI FGH 2014"	921647	1564183	"ExA"	899893	"drought stress"	"valdis"
"3371"	"foil greenhouse"	"MPI FGH 2014"	921648	1564187	"ExA"	899885	"drought stress"	"valdis"
"3381"	"foil greenhouse"	"MPI FGH 2014"	921649	1564191	"ExA"	899942	"drought stress"	"valdis"
"3391"	"foil greenhouse"	"MPI FGH 2014"	921651	1564195	"ExA"	899839	"drought stress"	"valdis"
"3401"	"foil greenhouse"	"MPI FGH 2014"	921652	1564199	"AxR"	899693	"drought stress"	"valdis"
"3411"	"foil greenhouse"	"MPI FGH 2014"	921653	1564203	"ExA"	899913	"drought stress"	"valdis"
"3421"	"foil greenhouse"	"MPI FGH 2014"	921654	1564207	"ExA"	899440	"drought stress"	"valdis"
"3431"	"foil greenhouse"	"MPI FGH 2014"	921655	1564211	"ExA"	899975	"drought stress"	"valdis"
"3441"	"foil greenhouse"	"MPI FGH 2014"	921658	1564215	"ExA"	899978	"drought stress"	"valdis"
"3451"	"foil greenhouse"	"MPI FGH 2014"	921665	1564235	"ExA"	899822	"drought stress"	"valdis"
"3461"	"foil greenhouse"	"MPI FGH 2014"	921666	1564239	"AxR"	899633	"drought stress"	"valdis"
"3471"	"foil greenhouse"	"MPI FGH 2014"	921669	1564251	"ExA"	899936	"drought stress"	"valdis"
"3481"	"foil greenhouse"	"MPI FGH 2014"	921671	1564255	"ExA"	899805	"drought stress"	"valdis"
"3491"	"foil greenhouse"	"MPI FGH 2014"	921672	1564259	"ExA"	899875	"drought stress"	"valdis"
"3501"	"foil greenhouse"	"MPI FGH 2014"	921673	1564263	"ExA"	899813	"drought stress"	"valdis"
"3511"	"foil greenhouse"	"MPI FGH 2014"	921674	1564267	"ExA"	899819	"drought stress"	"valdis"
"3521"	"foil greenhouse"	"MPI FGH 2014"	921675	1564271	"ExA"	899798	"drought stress"	"valdis"
"3531"	"foil greenhouse"	"MPI FGH 2014"	921676	1564275	"ExA"	899992	"drought stress"	"valdis"
"3541"	"foil greenhouse"	"MPI FGH 2014"	921677	1564279	"ExA"	899457	"drought stress"	"valdis"
"3551"	"foil greenhouse"	"MPI FGH 2014"	921678	1564283	"ExA"	899890	"drought stress"	"valdis"
"3561"	"foil greenhouse"	"MPI FGH 2014"	921680	1564287	"AxR"	899534	"drought stress"	"valdis"
"357"	"foil greenhouse"	"MPI FGH 2014"	921683	1564295	"ExA"	899903	"drought stress"	"valdis"
"358"	"foil greenhouse"	"MPI FGH 2014"	921684	1564299	"ExA"	899930	"drought stress"	"valdis"
"359"	"foil greenhouse"	"MPI FGH 2014"	921686	1564307	"ExA"	899920	"drought stress"	"valdis"
"360"	"foil greenhouse"	"MPI FGH 2014"	921687	1564311	"ExA"	899446	"drought stress"	"valdis"
"361"	"foil greenhouse"	"MPI FGH 2014"	921689	1564319	"ExA"	899982	"drought stress"	"valdis"
"362"	"foil greenhouse"	"MPI FGH 2014"	921690	1564323	"ExA"	899994	"drought stress"	"valdis"
"363"	"foil greenhouse"	"MPI FGH 2014"	921691	1564327	"ExA"	899935	"drought stress"	"valdis"
"364"	"foil greenhouse"	"MPI FGH 2014"	921693	1564331	"ExA"	899835	"drought stress"	"valdis"
"365"	"foil greenhouse"	"MPI FGH 2014"	921695	1564335	"ExA"	899817	"drought stress"	"valdis"
"366"	"foil greenhouse"	"MPI FGH 2014"	921698	1564347	"ExA"	899795	"drought stress"	"valdis"
"367"	"foil greenhouse"	"MPI FGH 2014"	921700	1564355	"ExA"	900003	"drought stress"	"valdis"
"368"	"foil greenhouse"	"MPI FGH 2014"	921701	1564359	"Ramses"	858641	"drought stress"	"valdis"
"369"	"foil greenhouse"	"MPI FGH 2014"	921704	1564363	"AxR"	899523	"drought stress"	"valdis"
"370"	"foil greenhouse"	"MPI FGH 2014"	921706	1564367	"AxR"	899524	"drought stress"	"valdis"
"371"	"foil greenhouse"	"MPI FGH 2014"	921709	1564371	"AxR"	899647	"drought stress"	"valdis"
"372"	"foil greenhouse"	"MPI FGH 2014"	921714	1564375	"AxR"	899730	"drought stress"	"valdis"
"373"	"foil greenhouse"	"MPI FGH 2014"	921717	1564379	"AxR"	899506	"drought stress"	"valdis"
"374"	"foil greenhouse"	"MPI FGH 2014"	921719	1564383	"AxR"	899724	"drought stress"	"valdis"
"375"	"foil greenhouse"	"MPI FGH 2014"	921723	1564387	"AxR"	899581	"drought stress"	"valdis"
"376"	"foil greenhouse"	"MPI FGH 2014"	921726	1564391	"AxR"	899751	"drought stress"	"valdis"
"377"	"foil greenhouse"	"MPI FGH 2014"	921732	1564395	"AxR"	899628	"drought stress"	"valdis"
"378"	"foil greenhouse"	"MPI FGH 2014"	921733	1564399	"AxR"	899717	"drought stress"	"valdis"
"379"	"foil greenhouse"	"MPI FGH 2014"	921738	1564403	"AxR"	899648	"drought stress"	"valdis"
"380"	"foil greenhouse"	"MPI FGH 2014"	921741	1564407	"Albatros"	866296	"drought stress"	"valdis"
"381"	"foil greenhouse"	"MPI FGH 2014"	921742	1564411	"AxR"	899748	"drought stress"	"valdis"
"382"	"foil greenhouse"	"MPI FGH 2014"	921743	1564415	"AxR"	899561	"drought stress"	"valdis"
"383"	"foil greenhouse"	"MPI FGH 2014"	921751	1564419	"ExA"	899922	"drought stress"	"valdis"
"384"	"foil greenhouse"	"MPI FGH 2014"	921753	1564423	"AxR"	899596	"drought stress"	"valdis"
"385"	"foil greenhouse"	"MPI FGH 2014"	921756	1564427	"AxR"	899464	"drought stress"	"valdis"
"386"	"foil greenhouse"	"MPI FGH 2014"	921758	1564431	"AxR"	899592	"drought stress"	"valdis"
"387"	"foil greenhouse"	"MPI FGH 2014"	921759	1564435	"AxR"	899602	"drought stress"	"valdis"
"388"	"foil greenhouse"	"MPI FGH 2014"	921762	1564439	"ExA"	899912	"drought stress"	"valdis"
"389"	"foil greenhouse"	"MPI FGH 2014"	921763	1564443	"Euroresa"	869004	"drought stress"	"valdis"
"390"	"foil greenhouse"	"MPI FGH 2014"	921764	1564447	"AxR"	899679	"drought stress"	"valdis"
"391"	"foil greenhouse"	"MPI FGH 2014"	921766	1564451	"AxR"	899754	"drought stress"	"valdis"
"392"	"foil greenhouse"	"MPI FGH 2014"	921787	1564455	"Desiree"	22497	"drought stress"	"valdis"
"393"	"foil greenhouse"	"MPI FGH 2014"	921803	1564463	"ExA"	899905	"drought stress"	"valdis"
"394"	"foil greenhouse"	"MPI FGH 2014"	921805	1564467	"ExA"	899927	"drought stress"	"valdis"
"395"	"foil greenhouse"	"MPI FGH 2014"	921808	1564471	"ExA"	899967	"drought stress"	"valdis"
"396"	"foil greenhouse"	"MPI FGH 2014"	921814	1564479	"ExA"	900039	"drought stress"	"valdis"
"397"	"foil greenhouse"	"MPI FGH 2014"	921816	1564483	"ExA"	900056	"drought stress"	"valdis"
"398"	"foil greenhouse"	"MPI FGH 2014"	921831	1564495	"ExA"	899968	"drought stress"	"valdis"
"399"	"foil greenhouse"	"MPI FGH 2014"	921843	1564499	"ExA"	899845	"drought stress"	"valdis"
"400"	"foil greenhouse"	"MPI FGH 2014"	921870	1564507	"ExA"	900012	"drought stress"	"valdis"
"401"	"foil greenhouse"	"MPI FGH 2014"	921878	1564511	"ExA"	899807	"drought stress"	"valdis"
"402"	"foil greenhouse"	"MPI FGH 2014"	921885	1564515	"ExA"	899455	"drought stress"	"valdis"
"403"	"foil greenhouse"	"MPI FGH 2014"	921889	1564519	"ExA"	899790	"drought stress"	"valdis"
"404"	"foil greenhouse"	"MPI FGH 2014"	921896	1564523	"ExA"	899462	"drought stress"	"valdis"
"405"	"foil greenhouse"	"MPI FGH 2014"	921913	1564527	"Desiree"	22497	"drought stress"	"valdis"
"406"	"foil greenhouse"	"MPI FGH 2014"	921928	1564531	"Euroresa"	869004	"drought stress"	"valdis"
"407"	"foil greenhouse"	"MPI FGH 2014"	921973	1564539	"Ramses"	858641	"drought stress"	"valdis"
"408"	"foil greenhouse"	"MPI FGH 2014"	921991	1564543	"Albatros"	866296	"drought stress"	"valdis"
"409"	"foil greenhouse"	"MPI FGH 2014"	922016	1564547	"ExA"	899892	"drought stress"	"valdis"
"410"	"foil greenhouse"	"MPI FGH 2014"	922020	1564551	"ExA"	899831	"drought stress"	"valdis"
"411"	"shelter"	"JKI Shelter 2014"	922274	1571251	"ExA"	899440	"control"	"valdis"
"412"	"shelter"	"JKI Shelter 2014"	922275	1571255	"ExA"	899444	"control"	"valdis"
"413"	"shelter"	"JKI Shelter 2014"	922276	1571259	"ExA"	899445	"control"	"valdis"
"414"	"shelter"	"JKI Shelter 2014"	922277	1571263	"ExA"	899446	"control"	"valdis"
"415"	"shelter"	"JKI Shelter 2014"	922278	1571267	"ExA"	899452	"control"	"valdis"
"416"	"shelter"	"JKI Shelter 2014"	922279	1571271	"ExA"	899455	"control"	"valdis"
"417"	"shelter"	"JKI Shelter 2014"	922280	1571275	"ExA"	899457	"control"	"valdis"
"418"	"shelter"	"JKI Shelter 2014"	922281	1571279	"ExA"	899458	"control"	"valdis"
"419"	"shelter"	"JKI Shelter 2014"	922282	1571283	"ExA"	899460	"control"	"valdis"
"420"	"shelter"	"JKI Shelter 2014"	922283	1571287	"ExA"	899462	"control"	"valdis"
"421"	"shelter"	"JKI Shelter 2014"	922284	1571291	"ExA"	899788	"control"	"valdis"
"422"	"shelter"	"JKI Shelter 2014"	922285	1571295	"ExA"	899790	"control"	"valdis"
"423"	"shelter"	"JKI Shelter 2014"	922286	1571299	"ExA"	899795	"control"	"valdis"
"424"	"shelter"	"JKI Shelter 2014"	922287	1571303	"ExA"	899798	"control"	"valdis"
"425"	"shelter"	"JKI Shelter 2014"	922288	1571307	"ExA"	899803	"control"	"valdis"
"426"	"shelter"	"JKI Shelter 2014"	922289	1571311	"ExA"	899805	"control"	"valdis"
"427"	"shelter"	"JKI Shelter 2014"	922290	1571315	"ExA"	899807	"control"	"valdis"
"428"	"shelter"	"JKI Shelter 2014"	922291	1571319	"ExA"	899813	"control"	"valdis"
"429"	"shelter"	"JKI Shelter 2014"	922292	1571323	"ExA"	899814	"control"	"valdis"
"430"	"shelter"	"JKI Shelter 2014"	922293	1571327	"ExA"	899815	"control"	"valdis"
"431"	"shelter"	"JKI Shelter 2014"	922295	1571335	"ExA"	899819	"control"	"valdis"
"432"	"shelter"	"JKI Shelter 2014"	922296	1571339	"ExA"	899822	"control"	"valdis"
"433"	"shelter"	"JKI Shelter 2014"	922297	1571343	"ExA"	899824	"control"	"valdis"
"434"	"shelter"	"JKI Shelter 2014"	922298	1571347	"ExA"	899826	"control"	"valdis"
"435"	"shelter"	"JKI Shelter 2014"	922299	1571351	"ExA"	899831	"control"	"valdis"
"436"	"shelter"	"JKI Shelter 2014"	922300	1571355	"ExA"	899832	"control"	"valdis"
"437"	"shelter"	"JKI Shelter 2014"	922301	1571359	"ExA"	899834	"control"	"valdis"
"438"	"shelter"	"JKI Shelter 2014"	922302	1571363	"ExA"	899835	"control"	"valdis"
"439"	"shelter"	"JKI Shelter 2014"	922303	1571367	"ExA"	899838	"control"	"valdis"
"440"	"shelter"	"JKI Shelter 2014"	922304	1571371	"ExA"	899839	"control"	"valdis"
"441"	"shelter"	"JKI Shelter 2014"	922305	1571375	"ExA"	899845	"control"	"valdis"
"442"	"shelter"	"JKI Shelter 2014"	922306	1571379	"ExA"	899847	"control"	"valdis"
"443"	"shelter"	"JKI Shelter 2014"	922307	1571383	"ExA"	899852	"control"	"valdis"
"444"	"shelter"	"JKI Shelter 2014"	922308	1571387	"ExA"	899859	"control"	"valdis"
"445"	"shelter"	"JKI Shelter 2014"	922309	1571391	"ExA"	899871	"control"	"valdis"
"446"	"shelter"	"JKI Shelter 2014"	922310	1571395	"ExA"	899872	"control"	"valdis"
"447"	"shelter"	"JKI Shelter 2014"	922311	1571399	"ExA"	899873	"control"	"valdis"
"448"	"shelter"	"JKI Shelter 2014"	922312	1571403	"ExA"	899875	"control"	"valdis"
"449"	"shelter"	"JKI Shelter 2014"	922313	1571407	"ExA"	899881	"control"	"valdis"
"450"	"shelter"	"JKI Shelter 2014"	922314	1571411	"ExA"	899885	"control"	"valdis"
"451"	"shelter"	"JKI Shelter 2014"	922315	1571415	"ExA"	899887	"control"	"valdis"
"452"	"shelter"	"JKI Shelter 2014"	922316	1571419	"ExA"	899890	"control"	"valdis"
"453"	"shelter"	"JKI Shelter 2014"	922317	1571423	"ExA"	899891	"control"	"valdis"
